custom_id,label_x,cause,effect,original_row_id,climate,health,intersection,date,text,replies,link,handle,n_replies,n_reposts,n_likes,n_bookmarks,n_views,language,text_en,original_row_id.1,name,Portfolio,Term Start,Term End,personal_twitter,institutional_twitter,label_y
1788,0,,,56795,1,0,0,2023-07-28,"President Higgins has issued a statement following yesterday's remarks by 
@UN
 Secretary-General 
@antonioguterres
 on the urgent need to take action with regard to climate change","26 replies, 104 reposts, 183 likes, 2 bookmarks, 32331 views",,PresidentIRL,26.0,104.0,183.0,2.0,32331.0,en,"President Higgins has issued a statement following yesterday's remarks by 
@UN
 Secretary-General 
@antonioguterres
 on the urgent need to take action with regard to climate change",168903.0,,,,,,,1
1789,1,goods sold in the EU do not cause deforestation,combat climate change and the loss of biodiversity,27197,1,0,0,2023-04-19,"Afin de lutter contre le changement climatique et la perte de biodiversité, les entreprises devront s’assurer que les marchandises vendues dans l’UE ne causent pas de déforestation. [2/6]","1 reply, 349 views",,Europarl_FR,1.0,,,,349.0,fr,"In order to combat climate change and the loss of biodiversity, companies will have to ensure that goods sold in the EU do not cause deforestation. [2/6]",81039.0,,,,,,,1
1790,0,,,131041,1,1,1,2022-05-18,"I was very happy to host  Executive Directors of 
@WorldBank
’s board to discuss economic outlook,  invasion of , climate change and health. 

We will deliver as #TeamEurope and with our international partners on #GlobalGateway, the EU's positive offer to partner countries.","1 reply, 6 reposts, 30 likes",https://x.com/JuttaUrpilainen/status/1526792532549672960/photo/1,JuttaUrpilainen,1.0,6.0,30.0,,,en,"I was very happy to host  Executive Directors of 
@WorldBank
’s board to discuss economic outlook,  invasion of , climate change and health. 

We will deliver as #TeamEurope and with our international partners on #GlobalGateway, the EU's positive offer to partner countries.",,,,,,,,1
1791,0,,,74282,1,0,0,2022-01-05,"Antarctica might be on the other side of the planet, but it still has a lot to teach us. Kristaps, from Latvia, is studying its glaciers to learn more about climate change.
 
Listen to Kristap’s story about his work studying glaciers, so important for all of us! ","3 replies, 20 reposts, 35 likes, 1 bookmark",,Europarl_EN,3.0,20.0,35.0,1.0,,en,"Antarctica might be on the other side of the planet, but it still has a lot to teach us. Kristaps, from Latvia, is studying its glaciers to learn more about climate change.
 
Listen to Kristap’s story about his work studying glaciers, so important for all of us! ",,,,,,,,1
1792,0,,,53286,1,1,1,2024-12-06,"This agreement is a win for Europe.

30.000 European small companies are already exporting to Mercosur.

Many more will follow.

EU-Mercosur reflects our values and commitment to climate action.

And our  health and food standards remain untouchable ↓ https://x.com/i/broadcasts/1YpKklvQeRAGj…","1850 replies, 1183 reposts, 3765 likes, 189 bookmarks, 559402 views",,vonderleyen,1850.0,1183.0,3765.0,189.0,559402.0,en,"This agreement is a win for Europe.

30.000 European small companies are already exporting to Mercosur.

Many more will follow.

EU-Mercosur reflects our values and commitment to climate action.

And our  health and food standards remain untouchable ↓ https://x.com/i/broadcasts/1YpKklvQeRAGj…",,Ursula von der Leyen,President,01/12/2019,30/11/2024,@vonderleyen,@EU_Commission,1
1793,0,,,49648,1,0,0,2024-09-16,"Congratulations 
@ElliTsiforou
 - new Secretary General of 
@COPACOGECA
Delivering support for farmers impacted by extreme weather events & securing greater fairness in the supply chain were at the top of our agenda - and will remain top of my agenda for the rest of my mandate.","1 reply, 3 reposts, 22 likes, 1 bookmark, 1184 views",https://x.com/jwojc/status/1835697046507884675/photo/1,jwojc,1.0,3.0,22.0,1.0,1184.0,en,"Congratulations 
@ElliTsiforou
 - new Secretary General of 
@COPACOGECA
Delivering support for farmers impacted by extreme weather events & securing greater fairness in the supply chain were at the top of our agenda - and will remain top of my agenda for the rest of my mandate.",,Janusz Wojciechowski,Agriculture,01/12/2019,30/11/2024,@jwojc,@EU_Commission,1
1794,0,,,27702,1,0,0,2023-08-09,"Kako bi ostvarila svoje klimatske ciljeve, Europska unija je osmislila opsežan zakonodavni paket nazvan “Spremni za 55%.”, kojim se želi postići smanjenje emisija stakleničkih plinova u EU za najmanje 55 % do 2030. i to je pravna obveza Unije.
 
Pogledajte više u videu ","1 like, 209 views",,Europarl_HR,,,1.0,,209.0,hr,"In order to achieve its climatic goals, the European Union has designed an extensive legislative package called ""Ready by 55%."" The EU greenhouse gas emissions for at least 55% to 2030. And it is the Union's legal obligation.
 
See more in the video",83047.0,,,,,,,1
1795,1,These agreements,benefit all humanity and are a necessary step in combating climate change,72818,1,0,0,2023-12-01,"Não se trata de uma reestruturação ou perdão de divida, mas sim do reinvestimento dos montantes pagos. Estes acordos são fundamentais para o financiamento da transição climática e beneficiam toda a humanidade. São um passo necessário no combate às alterações climáticas.","1 reply, 4 reposts, 26 likes, 2117 views",https://x.com/antoniocostapm/status/1730676790098526401/photo/1,antoniocostapm,1.0,4.0,26.0,,2117.0,pt,"This is not a debt restructuring or forgiveness, but the reinvestment of the amounts paid. These agreements are fundamental to the financing of climate transition and benefit all humanity. They are a necessary step in combating climate change.",212253.0,,,,,,,1
1796,0,,,25505,1,0,0,2022-09-21,Denmark first U.N. member to pay for ‘loss and damage’ from climate change - The Washington Post https://washingtonpost.com/climate-environment/2022/09/20/denmark-climate-change-un-general-assembly/…,"5 replies, 4 reposts, 21 likes",,DanJoergensen,5.0,4.0,21.0,,,en,Denmark first U.N. member to pay for ‘loss and damage’ from climate change - The Washington Post https://washingtonpost.com/climate-environment/2022/09/20/denmark-climate-change-un-general-assembly/…,,,,,,,,1
1797,1,investing in green future,breakthrough innovations to our economy,14064,1,0,0,2023-12-19,"We continue investing in  green future to bring breakthrough innovations to our economy.

Today, we've selected 17 small-scale clean tech projects to receive over €65 million in support.

They will contribute to the decarbonisation and clean energy transition.","194 replies, 110 reposts, 274 likes, 3 bookmarks, 27300 views",,EU_Commission,194.0,110.0,274.0,3.0,27300.0,en,"We continue investing in  green future to bring breakthrough innovations to our economy.

Today, we've selected 17 small-scale clean tech projects to receive over €65 million in support.

They will contribute to the decarbonisation and clean energy transition.",44831.0,,,,,,,1
1798,1,getting rid of the dependence on Russia and the process of decarbonization,the need for new suppliers and the use of new energy raw materials,44151,1,0,0,2023-04-15,"Tento týden jsme na vládě schválili základní východiska pro to, jakou cestou se vydáme vstříc změnám, které čekají  energetiku. 

A zbavování se závislosti na Rusku i proces dekarbonizace se samozřejmě neobejdou bez nových dodavatelů i využívání nových energetických surovin.","17 replies, 3 reposts, 97 likes, 7166 views",https://x.com/JozefSikela/status/1647269169321189379/photo/1,JozefSikela,17.0,3.0,97.0,,7166.0,cs,"This week we approved the basic starting points on the government for which way we will go towards the changes awaiting energy. 

And of course, getting rid of the dependence on Russia and the process of decarbonization can not do without new suppliers and the use of new energy raw materials.",128928.0,,,,,,,1
1799,0,,,49283,1,0,0,2023-03-29,"Climate Action Plan 2023 | The Six Vital High Impact Sectors 

 Read more: http://gov.ie/ClimateAction","2 reposts, 3 likes, 1898 views",https://x.com/merrionstreet/status/1641080015864442883/photo/1,MerrionStreet,,2.0,3.0,,1898.0,en,"Climate Action Plan 2023 | The Six Vital High Impact Sectors 

 Read more: http://gov.ie/ClimateAction",142108.0,,,,,,,1
1800,1,Russia's invasion of Ukraine,Commission approves 154 million Swedish scheme to support livestock and greenhouse producers,240108,1,0,0,2022-07-06,State aid: Commission approves €154 million Swedish scheme to support livestock and greenhouse producers in context of Russia's invasion of Ukraine https://ec.europa.eu/commission/presscorner/detail/en/IP_22_4310/smo…,"6 reposts, 1 like",,jwojc,,6.0,1.0,,,en,State aid: Commission approves €154 million Swedish scheme to support livestock and greenhouse producers in context of Russia's invasion of Ukraine https://ec.europa.eu/commission/presscorner/detail/en/IP_22_4310/smo…,,,,,,,,1
1801,0,,,127176,1,0,0,2022-11-24,"We also discussed numerous other topics of relevance for both sides, such as closing economic gaps, fighting climate change, and energy and migration policy.

There is a strong mutual interest to further deepen our cooperation.
Let's all deliver on it.
2/2","3 replies, 12 reposts, 41 likes",https://x.com/JosepBorrellF/status/1595828986906648576/photo/1,JosepBorrellF,3.0,12.0,41.0,,,en,"We also discussed numerous other topics of relevance for both sides, such as closing economic gaps, fighting climate change, and energy and migration policy.

There is a strong mutual interest to further deepen our cooperation.
Let's all deliver on it.
2/2",,,,,,,,1
1802,0,,,100743,1,0,0,2022-08-01,"Durante o 1.º semestre de 2022, em quais assuntos se concentraram os eurodeputados?

 Ucrânia
 Futuro da Europa
 Regras digitais
 Alterações climáticas
Lê mais ↓","2 reposts, 3 likes",,Europarl_PT,,2.0,3.0,,,pt,"During the 1st semester of 2022, what matters did the MEPs concentrate?

 Ukraine
 Future of Europe
 Digital rules
 Climate change
Read more ↓",,,,,,,,1
1803,1,reducing carbon dioxide emissions is not possible,compensation is worthwhile,116007,1,0,0,2022-07-12,"Ilo olla mukana Hiilensidonta ry:n paneelissa #SuomiAreena’ssa. Ensisijaista on vähentää hiilidioksidipäästöjä, mutta jos tämä ei ole mahdollista, kompensaatio kannattaa. Jatkossa on panostettava laskentamallien läpinäkyvyyteen ja siihen, että hiilinieluista tulee pysyviä. ","1 repost, 17 likes",https://x.com/HennaVirkkunen/status/1546859589429301249/photo/1,HennaVirkkunen,,1.0,17.0,,,fi,"The pleasure of being in the Panel of the HiilanSidonta Association in #SuomiArena. It is primary to reduce carbon dioxide emissions, but if this is not possible, compensation is worthwhile. In the future, the transparency of the calculation models must be invested and the carbon sinks will become permanent.",,,,,,,,1
1804,1,climate change,"tragic consequences, especially for the most vulnerable countries in the world",6572,1,0,0,2024-11-11,"Statsministeren ankommet til COP29 i Baku: 
”Klimaet er en af vores vigtigste og største udfordringer. Vi ser tragiske konsekvenser af klimaforandringerne, særligt for de mest sårbare lande i verden. Nødvendigt med meget mere global handling. Derfor afgørende, at vi bygger bro.”","25 replies, 11 reposts, 36 likes, 2 bookmarks, 7895 views",,Statsmin,25.0,11.0,36.0,2.0,7895.0,da,"The Prime Minister arrived at COP29 in Baku: 
""The climate is one of our most important and greatest challenges. We see tragic consequences of climate change, especially for the most vulnerable countries in the world. Needed with much more global action. Therefore, it is crucial that we build bridges.""",,Mette Frederiksen,,,,,,1
1805,0,,,66254,1,0,0,2022-09-15,"Der Kampf gegen den Klimawandel und die Verbesserung der Energiesicherheit sind Prioritäten der EU. Erfahrt, wie die Europaabgeordneten die Energieeffizienz und die Nutzung von Energie aus erneuerbaren Quellen fördern wollen. ","2 reposts, 2 likes",,Europarl_DE,,2.0,2.0,,,de,The struggle against climate change and the improvement in energy security are priorities of the EU. Find out how MEPs want to promote energy efficiency and the use of energy from renewable sources.,,,,,,,,1
1806,0,,,6101,1,0,0,2022-09-27,Happy to reconnect with #Singapore Minister S. Iswaran at #ICAOA41 in Montreal. We must work together towards the adoption of an ambitious target for sustainability: net-zero in 2050. ,"2 reposts, 16 likes, 1 bookmark",https://x.com/AdinaValean/status/1574690251683295232/photo/1,AdinaValean,,2.0,16.0,1.0,,en,Happy to reconnect with #Singapore Minister S. Iswaran at #ICAOA41 in Montreal. We must work together towards the adoption of an ambitious target for sustainability: net-zero in 2050. ,,,,,,,,1
1807,1,Parliament has approved a phase-out of the use of fluorinated gases and a reduction in other non-CO2 greenhouse gases,products containing F-gases will no longer be allowed to be sold on the EU market from 2050,37554,1,0,0,2024-01-21,"Parliament has approved a phase-out of the use of fluorinated gases and a reduction in other non-CO2 greenhouse gases. Following the phase-out, products containing F-gases will no longer be allowed to be sold on the EU market from 2050.

Read more: https://europa.eu/!FVXcHH","21 replies, 26 reposts, 69 likes, 1 bookmark, 10587 views",https://x.com/Europarl_EN/status/1749023281217232919/photo/1,Europarl_EN,21.0,26.0,69.0,1.0,10587.0,en,"Parliament has approved a phase-out of the use of fluorinated gases and a reduction in other non-CO2 greenhouse gases. Following the phase-out, products containing F-gases will no longer be allowed to be sold on the EU market from 2050.

Read more: https://europa.eu/!FVXcHH",,European Parliament,,,,,@Europarl_EN,1
